22.5290 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [3840, 2160]. Using actual size
26.0282 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019F857EAC10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019F857EABB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019F857EA9D0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000019F85CD5DF0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([3840, 2160]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
26.0283 	EXP 	window1: mouseVisible = True
26.0284 	EXP 	window1: backgroundImage = ''
26.0284 	EXP 	window1: backgroundFit = 'none'
26.0306 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
26.0307 	EXP 	window1: recordFrameIntervals = False
26.1943 	EXP 	window1: recordFrameIntervals = True
26.3779 	EXP 	Screen (0) actual frame rate measured at 59.98Hz
26.3779 	EXP 	window1: recordFrameIntervals = False
26.3781 	EXP 	window1: mouseVisible = False
30.1943 	EXP 	CatRev1_within: status = STARTED
30.1950 	EXP 	window1: mouseVisible = True
30.5415 	EXP 	Created informed_consent = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='informed_consent', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
30.5418 	EXP 	window1: mouseVisible = True
30.5836 	EXP 	Created text_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='text_instructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
30.5838 	EXP 	window1: mouseVisible = True
30.5942 	EXP 	Created next_task_ready = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='next_task_ready', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
30.5943 	EXP 	window1: mouseVisible = True
30.6025 	EXP 	Created text_fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
30.6026 	EXP 	window1: mouseVisible = True
30.6201 	EXP 	Created stimulus = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='stimulus', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6, 0.6]), texRes=128.0, units='height', win=Window(...))
30.6202 	EXP 	window1: mouseVisible = True
30.6379 	EXP 	Created response_northern_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='response_northern_text', opacity=1.0, ori=0.0, pos=array([-0.4 , -0.35]), rgb=UNKNOWN, text='Northern Hemisphere (Left)', units='height', win=Window(...), wrapWidth=1)
30.6381 	EXP 	window1: mouseVisible = True
30.6475 	EXP 	Created response_southern_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='response_southern_text', opacity=1.0, ori=0.0, pos=array([ 0.4 , -0.35]), rgb=UNKNOWN, text='Southern Hemisphere (Right)', units='height', win=Window(...), wrapWidth=1)
30.6476 	EXP 	window1: mouseVisible = True
30.6491 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
31.1650 	EXP 	Sound correct_tone set volume 1.000
31.1655 	EXP 	Sound incorrect_tone set volume 1.000
31.1656 	EXP 	window1: mouseVisible = True
31.2129 	EXP 	Created text_end = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='text_end', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0131 	EXP 	informed_consent: autoDraw = True
180.3434 	DATA 	Keypress: space
180.3725 	EXP 	informed_consent: autoDraw = False
180.3725 	EXP 	text_instructions: autoDraw = True
261.5736 	EXP 	Imported design/CatRev1_task.csv as conditions, 2 conditions, 1 params
261.5752 	EXP 	Created sequence: random, trialTypes=2, nReps=1, seed=None
261.5755 	EXP 	New trial (rep=0, index=0): OrderedDict([('tasksRows', ' 2:4')])
261.5779 	DATA 	Keypress: space
261.5840 	EXP 	text_instructions: autoDraw = False
261.5840 	EXP 	next_task_ready: autoDraw = True
267.3727 	EXP 	Imported design/CatRev1_phase.csv as conditions, 2 conditions, 2 params
267.3730 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
267.3732 	EXP 	New trial (rep=0, index=0): OrderedDict([('trialsRows', ' 32:48'), ('eachBlock', 6)])
267.3852 	EXP 	Imported design/CatRev1_trials_set1.csv as conditions, 16 conditions, 4 params
267.3856 	EXP 	Created sequence: random, trialTypes=16, nReps=6, seed=None
267.3859 	EXP 	New trial (rep=0, index=0): OrderedDict([('task', 'partial'), ('phase', 1), ('Exemplars', 'images/Ex16.jpg'), ('r_correct', 'right')])
267.3888 	DATA 	Keypress: space
267.3922 	EXP 	next_task_ready: autoDraw = False
267.3922 	EXP 	text_fixation: autoDraw = True
268.2630 	EXP 	text_fixation: autoDraw = False
268.2630 	EXP 	text_fixation: autoDraw = False
268.2630 	EXP 	stimulus: image = 'images/Ex16.jpg'
268.2630 	EXP 	stimulus: autoDraw = True
268.2630 	EXP 	response_northern_text: autoDraw = True
268.2630 	EXP 	response_southern_text: autoDraw = True
269.5231 	DATA 	Keypress: right
269.5694 	EXP 	Sound correct_tone started
269.5694 	EXP 	Sound incorrect_tone started
269.5605 	EXP 	stimulus: autoDraw = False
269.5605 	EXP 	response_northern_text: autoDraw = False
269.5605 	EXP 	response_southern_text: autoDraw = False
269.5605 	EXP 	feedback_text: height = 0.05
269.5605 	EXP 	feedback_text: height = 0.05
269.5605 	EXP 	feedback_text: height = 0.05
269.5605 	EXP 	feedback_text: text = 'Correct! RT=1.308'
269.5605 	EXP 	feedback_text: autoDraw = True
269.7664 	EXP 	Sound correct_tone reached end of file
269.7665 	EXP 	Sound correct_tone reached end of file
269.7666 	EXP 	Sound incorrect_tone reached end of file
269.7666 	EXP 	Sound incorrect_tone reached end of file
270.5508 	EXP 	New trial (rep=0, index=1): OrderedDict([('task', 'partial'), ('phase', 1), ('Exemplars', 'images/Ex14.jpg'), ('r_correct', 'right')])
270.5669 	EXP 	feedback_text: autoDraw = False
270.5669 	EXP 	text_fixation: autoDraw = True
271.7874 	EXP 	text_fixation: autoDraw = False
271.7874 	EXP 	text_fixation: autoDraw = False
271.7874 	EXP 	stimulus: image = 'images/Ex14.jpg'
271.7874 	EXP 	stimulus: autoDraw = True
271.7874 	EXP 	response_northern_text: autoDraw = True
271.7874 	EXP 	response_southern_text: autoDraw = True
273.0559 	DATA 	Keypress: down
274.1357 	EXP 	Sound correct_tone started
274.1357 	EXP 	Sound incorrect_tone started
274.1281 	DATA 	Keypress: left
274.1334 	EXP 	stimulus: autoDraw = False
274.1334 	EXP 	response_northern_text: autoDraw = False
274.1334 	EXP 	response_southern_text: autoDraw = False
274.1334 	EXP 	feedback_text: height = 0.05
274.1334 	EXP 	feedback_text: height = 0.05
274.1334 	EXP 	feedback_text: height = 0.05
274.1334 	EXP 	feedback_text: text = 'Incorrect'
274.1334 	EXP 	feedback_text: autoDraw = True
274.3657 	EXP 	Sound correct_tone stopped
274.3856 	EXP 	Sound incorrect_tone reached end of file
274.3857 	EXP 	Sound incorrect_tone reached end of file
275.1178 	EXP 	New trial (rep=0, index=2): OrderedDict([('task', 'partial'), ('phase', 1), ('Exemplars', 'images/Ex13.jpg'), ('r_correct', 'right')])
275.1335 	EXP 	feedback_text: autoDraw = False
275.1335 	EXP 	feedback_text: autoDraw = False
275.1335 	EXP 	text_fixation: autoDraw = True
275.8497 	EXP 	text_fixation: autoDraw = False
275.8497 	EXP 	text_fixation: autoDraw = False
275.8497 	EXP 	stimulus: image = 'images/Ex13.jpg'
275.8497 	EXP 	stimulus: autoDraw = True
275.8497 	EXP 	response_northern_text: autoDraw = True
275.8497 	EXP 	response_southern_text: autoDraw = True
276.9523 	EXP 	Sound correct_tone started
276.9523 	EXP 	Sound incorrect_tone started
